,분야,대학,계열,"전형
구분",,학과,#REF!,2027,2026,,,,,,26-25,2025학년,,,,,,2024,,,,,,3개년,2023학년도,,,,,"입결2
구분",2027,2026,25수능최저기준,24수능최저기준,2027,2026,2025,24전형방법,"대학별고사
일정(26기준)",2026,"2025 변경사항
KEY- 코멘트","일반/
지역",구분
번호,,,,,전형명,,,모집인원,모집인원,경쟁률,충원률,입결70%,"평균
50%",비고,차이,모집인원,경쟁률,추합,입결70%,"평균
50%",비고,"모집
인원",경쟁률,추합,입결70%,"평균
50%",비고,입결평균,"모집
인원",경쟁률,추합,"평균
50%컷",70% 컷,,수능최저,수능최저,,,전형방법,전형방법,전형방법,,,"변동, 특이사항",,,
,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,37,39,40
4483,,가톨릭대,자연,논술,논술,인공지능학과,#REF!,5,5,15.00 ,80.0%,2.48 ,3.60 ,4.67,,3,28.00 ,,,4.47 ,5.62 ,3,26.33 ,,,,,4.66 ,5,22.60 ,0,4.85 ,5.71 ,평균,,,미적용,미적용,논술100,논술80+교과20,논술80+교과20,논술70+교과30,09.28(일),,,일반,#38
4484,,가톨릭대,자연,논술,논술,자유전공학과(공학),#REF!,,,,,,,,,3,,,2.35 ,3.81 ,5.27 ,3,24.00 ,,,,,4.42 ,4,19.00 ,3,5.03 ,6.43 ,평균,,,미적용,미적용,논술100,논술80+교과20,논술80+교과20,논술70+교과30,09.28(일),,,일반,#38
4485,,가톨릭대,자연,논술,논술,정보통신전자공학부,#REF!,5,5,14.60 ,20.0%,,3.90 ,4.6,,3,26.33 ,1 ,,3.92 ,4.51 ,3,31.00 ,,,,,5.04 ,4,21.25 ,1,6.15 ,6.72 ,평균,,,미적용,미적용,논술100,논술80+교과20,논술80+교과20,논술70+교과30,09.28(일),,,일반,#38
4486,,가톨릭대,자연,논술,논술,컴퓨터정보공학부,#REF!,5,5,17.00 ,40.0%,,4.23 ,4.89,,4,29.00 ,8 ,,4.06 ,4.50 ,4,33.00 ,,,,,4.50 ,4,30.25 ,1,4.93 ,5.33 ,평균,,,미적용,미적용,논술100,논술80+교과20,논술80+교과20,논술70+교과30,09.28(일),,,일반,#38
4487,,가톨릭대,자연,논술,논술,화학과,#REF!,3,3,11.67 ,33.3%,,2.57 ,3.64,,3,19.33 ,2 ,,3.22 ,4.00 ,3,22.33 ,,,,,4.18 ,3,16.00 ,2,5.13 ,5.40 ,평균,,,미적용,미적용,논술100,논술80+교과20,논술80+교과20,논술70+교과30,09.28(일),,,일반,#38
4488,,경기대,인문,교과,교과성적우수자,사회과학대학 통합,#REF!,33,33,11.30 ,,,,,,35,12.14 ,59 ,3.15 ,3.09 ,,,,,,,,3.09 ,,,,,,,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6",,,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4489,경제,경기대,인문,교과,교과성적우수자,경제학부,#REF!,9,9,9.44 ,,,,,,10,11.60 ,14 ,3.02 ,3.00 ,,21,11.76 ,42,,2.94 ,3.24 ,3.00 ,36 ,9.25 ,80,3.07 ,3.36 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4490,,경기대,인문,교과,교과성적우수자,공공안전학부,#REF!,5,5,13.40 ,,,,,,5,13.80 ,2 ,2.64 ,2.28 ,,2,22.00 ,3,,2.16 ,2.39 ,2.22 ,3 ,21.67 ,6,2.21 ,2.34 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4491,,경기대,인문,교과,교과성적우수자,공공인재학부,#REF!,6,6,11.50 ,,,,,,6,11.66 ,19 ,3.14 ,2.95 ,,10,12.20 ,27,,3.12 ,3.31 ,2.99 ,7 ,9.86 ,10,2.91 ,3.34 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4492,,경기대,인문,교과,교과성적우수자,국어국문학과,#REF!,3,3,12.00 ,,,,,,3,14.33 ,7 ,,,,3,11.50 ,7,,3.39 ,3.39 ,3.20 ,3 ,34.33 ,4,3.01 ,3.06 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4493,,경기대,인문,교과,교과성적우수자,글로벌어문학부,#REF!,9,10,10.90 ,,,,,,10,13.80 ,20 ,2.95 ,2.71 ,,13,15.77 ,33,,3.18 ,3.36 ,2.95 ,11 ,23.91 ,30,2.95 ,3.27 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4494,,경기대,인문,교과,교과성적우수자,무역학과,#REF!,5,5,14.60 ,,,,,,5,17.00 ,8 ,3.25 ,3.25 ,,13,12.54 ,24,,3.28 ,3.52 ,3.26 ,,,,,,,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4495,,경기대,인문,교과,교과성적우수자,미디어영상학과,#REF!,3,3,17.67 ,,,,,,3,29.33 ,3 ,,,,4,15.75 ,7,,2.93 ,3.92 ,2.65 ,2 ,21.50 ,0,2.36 ,2.39 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4496,,경기대,인문,교과,교과성적우수자,법학과,#REF!,3,3,12.33 ,,,,,,3,30.00 ,9 ,,,,2,26.50 ,11,,3.40 ,3.41 ,3.35 ,3 ,10.00 ,4,3.31 ,3.66 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4497,,경기대,인문,교과,교과성적우수자,사학과,#REF!,2,2,12.00 ,,,,,,2,13.50 ,3 ,,,,,,,,,,,,,,,,,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6",,,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4498,,경기대,인문,교과,교과성적우수자,문헌정보학과,#REF!,2,2,18.00 ,,,,,,2,13.50 ,1 ,,,,,,,,,,,,,,,,,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6",,,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4499,,경기대,인문,교과,교과성적우수자,영어영문학과,#REF!,4,4,11.00 ,,,,,,4,17.00 ,13 ,3.02 ,3.02 ,,3,12.33 ,4,,3.33 ,3.48 ,3.08 ,5 ,15.80 ,5,2.88 ,3.09 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4536,,경기대,인문,교과,교과성적우수자,유아교육과,#REF!,2,2,12.50 ,,,,,,2,8.50 ,3 ,,,,2,7.00 ,4,,2.62 ,2.84 ,2.67 ,2 ,16.00 ,3,2.73 ,2.73 ,최저,,"2합7(1),한6 영어2등급도 1등급반영",미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4500,,경기대,인문,교과,교과성적우수자,인문대학 통합,#REF!,20,20,20.15 ,,,,,,23,13.17 ,42 ,3.40 ,3.33 ,,,,,,,,3.33 ,,,,,,,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6",,,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4501,,경기대,인문,교과,교과성적우수자,관광개발경영학과,#REF!,5,5,11.00 ,,,,,,5,9.80 ,1 ,2.35 ,1.56 ,,7,8.86 ,2,,1.95 ,2.93 ,1.86 ,8 ,7.00 ,6,2.08 ,2.78 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4502,,경기대,인문,교과,교과성적우수자,관광문화콘텐츠학과,#REF!,3,3,10.00 ,,,,,,3,12.33 ,2 ,,,,2,18.00 ,5,,2.65 ,3.00 ,2.77 ,4 ,9.25 ,4,2.90 ,3.40 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4503,,경기대,인문,교과,교과성적우수자,호텔외식경영학부,#REF!,4,4,16.50 ,,,,,,4,18.75 ,2 ,1.64 ,1.64 ,,3,16.67 ,6,,1.88 ,2.30 ,1.79 ,6 ,15.67 ,10,1.87 ,2.14 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4504,,경기대,인문,교과,교과성적우수자,휴먼서비스학부,#REF!,4,4,12.25 ,,,,,,4,12.75 ,7 ,3.18 ,3.18 ,,2,40.50 ,4,,3.25 ,3.25 ,3.37 ,3 ,10.00 ,1,3.68 ,3.79 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4505,경영,경기대,인문,교과,교과성적우수자,경영학부,#REF!,15,17,8.71 ,,,,,,18,9.50 ,24 ,2.68 ,2.08 ,,40,11.38 ,87,,2.55 ,3.10 ,2.49 ,38 ,7.82 ,59,2.83 ,3.21 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4506,,경기대,인문,교과,교과성적우수자,소프트웨어경영대학 통합,#REF!,19,20,11.50 ,,,,,,24,11.29 ,19 ,3.38 ,3.33 ,,,,,,,,3.33 ,,,,,,,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6",,,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4508,,경기대,자연,교과,교과성적우수자,AI 컴퓨터공학부,#REF!,18,18,10.56 ,,,,,,18,15.22 ,58 ,2.98 ,2.96 ,,34,15.18 ,63,,3.02 ,3.27 ,3.08 ,30 ,7.23 ,44,3.25 ,3.64 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4510,,경기대,자연,교과,교과성적우수자,산업경영공학과,#REF!,7,7,11.14 ,,,,,,7,13.57 ,9 ,3.22 ,3.18 ,,15,16.73 ,26,,3.32 ,3.48 ,3.33 ,16 ,7.81 ,28,3.51 ,3.76 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4511,,경기대,자연,교과,교과성적우수자,창의공과대학 통합,#REF!,37,38,9.71 ,,,,,,39,14.79 ,57 ,3.18 ,3.14 ,,,,,,,,3.14 ,,,,,,,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6",,,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,,#38
4512,,경기대,자연,교과,교과성적우수자,전자공학부,#REF!,9,9,9.44 ,,,,,,9,29.44 ,14 ,2.96 ,2.87 ,,27,10.63 ,65,,3.43 ,3.86 ,3.10 ,27 ,8.74 ,49,3.00 ,3.30 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4513,,경기대,자연,교과,교과성적우수자,건축학과(5년제),#REF!,2,2,12.00 ,,,,,,2,15.00 ,1 ,,,,3,27.67 ,13,,2.55 ,3.17 ,2.93 ,4 ,15.25 ,9,3.31 ,3.54 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4514,,경기대,자연,교과,교과성적우수자,기계시스템공학부,#REF!,5,5,18.00 ,,,,,,5,17.20 ,13 ,3.17 ,3.10 ,,12,25.67 ,22,,3.21 ,3.41 ,3.27 ,14 ,6.71 ,26,3.50 ,4.13 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4515,,경기대,자연,교과,교과성적우수자,사회에너지시스템공,#REF!,7,7,9.29 ,,,,,,7,16.71 ,8 ,2.99 ,2.94 ,,16,21.56 ,25,,3.23 ,3.46 ,3.28 ,16 ,8.94 ,12,3.66 ,3.92 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4516,,경기대,자연,교과,교과성적우수자,스마트시티공학부,#REF!,5,4,13.00 ,,,,,,5,13.60 ,5 ,3.12 ,3.07 ,,12,18.50 ,22,,3.23 ,3.40 ,3.26 ,12 ,12.83 ,25,3.46 ,3.66 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4517,,경기대,자연,교과,교과성적우수자,신소재화학공학부,#REF!,,,,,,,,,8,12.12 ,20 ,2.98 ,2.84 ,,20,12.75 ,45,,3.04 ,3.17 ,3.01 ,22 ,7.32 ,41,3.16 ,3.48 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4518,,경기대,자연,교과,교과성적우수자,융합과학대학 통합,#REF!,7,8,15.88 ,,,,,,10,13.40 ,16 ,3.27 ,3.24 ,,,,,,,,3.24 ,,,,,,,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6",,,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,,#38
4519,,경기대,자연,교과,교과성적우수자,바이오융합학부,#REF!,6,6,9.50 ,,,,,,7,14.71 ,16 ,2.53 ,2.42 ,,17,10.94 ,25,,2.88 ,3.02 ,2.71 ,14 ,8.36 ,30,2.83 ,3.29 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4520,,경기대,자연,교과,교과성적우수자,수학과,#REF!,2,2,11.00 ,,,,,,2,12.50 ,3 ,3.27 ,,,2,15.00 ,4,,3.11 ,3.26 ,3.26 ,2 ,28.50 ,7,3.41 ,3.55 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4521,,경기대,자연,교과,교과성적우수자,화학과,#REF!,2,2,11.00 ,,,,,,2,23.50 ,2 ,,,,4,10.50 ,14,,3.61 ,4.30 ,3.20 ,3 ,19.67 ,4,2.79 ,3.02 ,최저,,"2합7(1),한6 영어2등급도 1등급반영","2합7(1),한6","2합7(1),한6",,전교과 교과 90+출결10,전교과 교과 90+출결10,교과90+출결10,없음,,,일반,#38
4522,경영,경기대,인문,교과,학교장추천,경영학부,#REF!,34,33,12.27 ,,,,,,33,7.27 ,147 ,3.21 ,3.15 ,,41,6.93 ,142,,2.89 ,3.22 ,3.01 ,39 ,6.41 ,79,3.00 ,3.26 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4523,경제,경기대,인문,교과,학교장추천,경제학부,#REF!,22,22,6.32 ,,,,,,22,11.31 ,58 ,3.08 ,3.03 ,,26,6.23 ,57,,3.21 ,3.42 ,3.12 ,37 ,11.14 ,70,3.13 ,3.29 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4524,,경기대,인문,교과,학교장추천,공공안전학부,#REF!,9,9,4.78 ,,,,,,10,5.90 ,10 ,2.23 ,2.20 ,,8,8.00 ,25,,2.11 ,2.82 ,2.18 ,9 ,12.11 ,15,2.23 ,2.41 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4525,,경기대,인문,교과,학교장추천,공공인재학부,#REF!,12,12,5.75 ,,,,,,12,10.08 ,46 ,2.99 ,2.83 ,,13,6.92 ,40,,3.07 ,3.32 ,2.98 ,12 ,6.33 ,23,3.02 ,3.28 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4526,,경기대,인문,교과,학교장추천,관광개발경영학과,#REF!,10,10,12.80 ,,,,,,10,7.80 ,34 ,3.34 ,3.04 ,,7,13.29 ,14,,3.02 ,3.31 ,3.09 ,8 ,4.25 ,7,3.22 ,4.02 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4527,,경기대,인문,교과,학교장추천,관광문화콘텐츠학과,#REF!,5,5,19.40 ,,,,,,5,5.80 ,4 ,3.75 ,3.75 ,,3,5.00 ,2,,2.66 ,2.86 ,3.05 ,3 ,4.00 ,0,2.75 ,2.83 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4528,,경기대,인문,교과,학교장추천,국어국문학과,#REF!,6,6,5.50 ,,,,,,6,10.33 ,18 ,2.91 ,2.86 ,,4,9.50 ,18,,3.17 ,3.29 ,3.06 ,4 ,19.50 ,8,3.17 ,3.23 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4529,,경기대,인문,교과,학교장추천,글로벌어문학부,#REF!,22,21,8.86 ,,,,,,21,11.09 ,84 ,3.21 ,3.14 ,,12,9.67 ,40,,3.13 ,3.34 ,3.17 ,13 ,16.69 ,35,3.24 ,3.34 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4530,,경기대,인문,교과,학교장추천,무역학과,#REF!,9,9,9.89 ,,,,,,9,10.44 ,32 ,3.24 ,3.17 ,,15,8.13 ,40,,3.27 ,3.46 ,3.22 ,,,,,,,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4531,,경기대,인문,교과,학교장추천,문헌정보학과,#REF!,4,4,6.00 ,,,,,,4,7.50 ,15 ,3.01 ,3.01 ,,2,9.50 ,7,,2.99 ,3.19 ,3.01 ,2 ,6.50 ,2,3.02 ,3.06 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4532,,경기대,인문,교과,학교장추천,미디어영상학과,#REF!,6,6,9.50 ,,,,,,6,6.83 ,21 ,3.06 ,3.03 ,,3,12.67 ,5,,2.65 ,2.71 ,2.81 ,3 ,7.33 ,7,2.75 ,3.13 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4533,,경기대,인문,교과,학교장추천,법학과,#REF!,6,6,9.50 ,,,,,,6,6.66 ,21 ,3.13 ,2.82 ,,5,8.20 ,18,,2.90 ,3.16 ,2.89 ,5 ,6.80 ,2,2.94 ,3.17 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4534,,경기대,인문,교과,학교장추천,사학과,#REF!,4,4,23.25 ,,,,,,4,8.25 ,16 ,3.59 ,3.59 ,,3,8.67 ,20,,3.22 ,3.84 ,3.28 ,3 ,8.33 ,8,3.02 ,3.11 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4535,,경기대,인문,교과,학교장추천,영어영문학과,#REF!,8,8,11.50 ,,,,,,8,8.25 ,34 ,3.32 ,3.28 ,,12,5.17 ,40,,3.07 ,3.56 ,3.12 ,12 ,10.00 ,27,3.00 ,3.18 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4537,,경기대,인문,교과,학교장추천,호텔외식경영학부,#REF!,9,9,6.89 ,,,,,,9,11.77 ,12 ,2.98 ,2.89 ,,6,7.83 ,19,,3.25 ,3.73 ,2.95 ,7 ,7.43 ,8,2.72 ,3.02 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4538,,경기대,인문,교과,학교장추천,휴먼서비스학부,#REF!,8,8,6.25 ,,,,,,8,12.12 ,33 ,3.01 ,2.95 ,,6,46.67 ,26,,3.16 ,3.32 ,3.29 ,6 ,5.17 ,14,3.75 ,4.95 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4556,,경기대,자연,교과,학교장추천,건축학과(5년제),#REF!,5,5,5.80 ,,,,,,5,8.40 ,21 ,2.85 ,2.80 ,,7,12.00 ,23,,2.90 ,3.03 ,2.92 ,7 ,11.57 ,12,3.06 ,3.16 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4557,,경기대,자연,교과,학교장추천,기계시스템공학부,#REF!,9,9,9.89 ,,,,,,9,8.77 ,28 ,3.13 ,3.00 ,,10,13.10 ,40,,3.13 ,3.25 ,3.13 ,10 ,18.50 ,42,3.27 ,3.45 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4558,,경기대,자연,교과,학교장추천,바이오융합학부,#REF!,11,11,5.09 ,,,,,,12,6.83 ,36 ,2.65 ,2.61 ,,10,12.50 ,36,,2.65 ,2.77 ,2.71 ,10 ,9.70 ,27,2.88 ,3.04 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4559,,경기대,자연,교과,학교장추천,사회에너지시스템공,#REF!,16,16,5.88 ,,,,,,15,9.40 ,42 ,3.08 ,3.06 ,,19,14.89 ,61,,3.15 ,3.38 ,3.25 ,19 ,6.68 ,34,3.53 ,3.82 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4560,,경기대,자연,교과,학교장추천,산업경영공학과,#REF!,15,15,9.13 ,,,,,,15,8.00 ,35 ,3.22 ,3.14 ,,16,13.81 ,44,,3.16 ,3.29 ,3.28 ,16 ,9.19 ,34,3.53 ,3.72 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4561,,경기대,자연,교과,학교장추천,수학과,#REF!,3,3,9.00 ,,,,,,3,14.66 ,3 ,3.11 ,3.05 ,,3,12.00 ,24,,3.45 ,3.77 ,3.31 ,3 ,22.67 ,11,3.41 ,3.55 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4562,,경기대,자연,교과,학교장추천,스마트시티공학부,#REF!,9,9,5.78 ,,,,,,9,9.55 ,24 ,3.07 ,3.05 ,,12,13.33 ,31,,3.14 ,3.27 ,3.23 ,11 ,10.73 ,27,3.49 ,3.62 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4563,,경기대,자연,교과,학교장추천,신소재화학공학부,#REF!,14,14,8.29 ,,,,,,14,6.35 ,53 ,3.02 ,2.91 ,,20,8.30 ,37,,2.76 ,2.95 ,2.89 ,20 ,10.20 ,32,3.00 ,3.18 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4565,,경기대,자연,교과,학교장추천,전자공학부,#REF!,18,18,6.17 ,,,,,,18,10.05 ,68 ,2.93 ,2.78 ,,16,8.19 ,67,,3.02 ,3.33 ,2.96 ,16 ,10.06 ,23,3.08 ,3.27 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4566,,경기대,자연,교과,학교장추천,AI 컴퓨터공학과,#REF!,34,35,4.29 ,,,,,,34,7.55 ,114 ,2.95 ,2.87 ,,28,8.93 ,103,,2.90 ,3.16 ,2.94 ,28 ,8.14 ,67,3.03 ,3.24 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4567,,경기대,자연,교과,학교장추천,화학과,#REF!,5,5,4.80 ,,,,,,5,10.20 ,11 ,2.71 ,2.71 ,,3,9.00 ,12,,2.92 ,3.07 ,2.90 ,3 ,18.00 ,8,3.08 ,3.19 ,최저,,,미적용,미적용,,교과90+출결10,교과90+출결10,교과90+출결10,없음,,,일반,#38
4539,경영,경기대,인문,종합,KGU학생부종합,경영학부,#REF!,52,56,13.73 ,,,,,,56,11.78 ,42 ,3.68 ,3.60 ,,57,13.89 ,33,3.51,3.37 ,3.82 ,3.48 ,58 ,8.19 ,44,3.48 ,7.05 ,70%컷,,,미적용,미적용,,(3배수) 서류70+면접30,(3배수) 서류70+면접30,(3배수) 서류70+면접30,11월 30일(일),,수원캠퍼스 면접,일반,#38
4540,경제,경기대,인문,종합,KGU학생부종합,경제학부,#REF!,42,42,10.74 ,,,,,,42,9.00 ,30 ,3.89 ,3.73 ,,42,10.45 ,35,3.93,3.76 ,4.81 ,3.78 ,58 ,6.12 ,56,3.84 ,4.62 ,70%컷,,,미적용,미적용,,(3배수) 서류70+면접30,(3배수) 서류70+면접30,(3배수) 서류70+면접30,11월 30일(일),,수원캠퍼스 면접,일반,#38
4541,,경기대,인문,종합,KGU학생부종합,공공안전학부,#REF!,24,24,12.04 ,,,,,,24,13.04 ,12 ,2.86 ,2.68 ,,25,12.64 ,18,2.96,2.76 ,3.31 ,2.71 ,24 ,13.75 ,12,2.69 ,3.49 ,70%컷,,,미적용,미적용,,(3배수) 서류70+면접30,(3배수) 서류70+면접30,(3배수) 서류70+면접30,11월 30일(일),,수원캠퍼스 면접,일반,#38
4542,,경기대,인문,종합,KGU학생부종합,공공인재학부,#REF!,24,24,12.38 ,,,,,,24,10.83 ,20 ,3.64 ,3.49 ,,26,10.88 ,18,3.58,3.48 ,4.02 ,3.52 ,26 ,5.73 ,23,3.60 ,4.27 ,70%컷,,,미적용,미적용,,(3배수) 서류70+면접30,(3배수) 서류70+면접30,(3배수) 서류70+면접30,11월 30일(일),,수원캠퍼스 면접,일반,#38
4543,,경기대,인문,종합,KGU학생부종합,국어국문학과,#REF!,12,12,14.42 ,,,,,,12,11.66 ,4 ,3.86 ,3.76 ,,15,11.13 ,11,3.63,3.63 ,3.99 ,3.64 ,15 ,8.53 ,13,3.53 ,4.07 ,70%컷,,,미적용,미적용,,(3배수) 서류70+면접30,(3배수) 서류70+면접30,(3배수) 서류70+면접30,11월 29일(토),,수원캠퍼스 면접,일반,#38
